History Log

Talk Group, Frequency, Tone, RSSI, UID, Mod, Hits, Duration, Start Date / Time, System / Site, Department, Channel, System Type, Digital Status, Service Type, Number Tune
, 52.525000, , -80, , FM, 366, 00:00:03, 05/31/23 06:02:03, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 6m FM Primary Calling, Conventional, , Ham, -  -
, 52.525000, , -80, , FM, 373, 00:00:08, 05/31/23 06:02:13, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 6m FM Primary Calling, Conventional, , Ham, -  -
, 52.525000, , -81, , FM, 376, 00:00:02, 05/31/23 06:02:24, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 6m FM Primary Calling, Conventional, , Ham, -  -
, 52.525000, , -80, , FM, 377, 00:00:27, 05/31/23 06:02:27, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 6m FM Primary Calling, Conventional, , Ham, -  -
, 52.525000, , -80, , FM, 378, 00:00:10, 05/31/23 06:02:55, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 6m FM Primary Calling, Conventional, , Ham, -  -
, 52.525000, , -80, , FM, 379, 00:00:04, 05/31/23 06:03:05, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 6m FM Primary Calling, Conventional, , Ham, -  -
, 162.425000, , -99, , FM, 5, 00:00:05, 05/31/23 06:13:31, National Weather Service - USA, Weather Radio, Weather Radio 162.425, Conventional, , Other, -  -
, 162.475000, , -96, , FM, 4, 00:05:59, 05/31/23 06:13:38, National Weather Service - USA, Weather Radio, Weather Radio 162.475, Conventional, , Other, -  -
, 859.762500, , -112, , FM, 21, 00:02:13, 05/31/23 06:20:36, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 859.762500, , -113, , FM, 22, 00:00:03, 05/31/23 06:22:50, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 859.762500, , -115, , FM, 23, 00:15:34, 05/31/23 06:22:54, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 859.762500, , -113, , FM, 24, 00:00:03, 05/31/23 06:38:31, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 859.762500, , -110, , FM, 25, 00:01:29, 05/31/23 06:38:35, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 859.762500, , -113, , FM, 26, 00:08:25, 05/31/23 06:40:07, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 859.762500, , -110, , FM, 27, 00:00:03, 05/31/23 06:48:34, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 146.700000, , -103, , FM, 185, 00:00:04, 05/31/23 06:50:16, Marin, Amateur Radio - Marin Amateur Radio Society (MARS), Bahia Ridge (Linked - Simulcast System), Conventional, , Ham, -  -
, 120.900000, , -106, , AM, 15, 00:00:02, 05/31/23 06:53:23, TRACONs, NORCAL Approach TRACON - Area D - North Bay, SFO/OAK East Departures, Conventional, , Aircraft, -  -
, 125.850000, , -80, , AM, 29, 00:00:03, 05/31/23 06:54:21, Oakland (ZOA) Air Route Traffic Control Center, California RCAG Sites - Mt Tamalpais - RCAG, Sector 41 - Between 9000' - FL230, Conventional, , Aircraft, -  -
, 463.900000, , -104, , FM, 126, 00:00:04, 05/31/23 07:01:07, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
, 463.900000, , -105, , FM, 128, 00:00:04, 05/31/23 07:01:14, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
101, 463.787500/2, CC5, -109, 1, NFM, 17, 00:00:04, 05/31/23 07:08:28, Attractions, San Pablo Lytton Casino, Channel 1, Conventional, DMR, Business, -  -
, 29.600000, , -104, , FM, 115, 00:00:07, 05/31/23 07:09:40, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -104, , FM, 116, 00:00:07, 05/31/23 07:09:48, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -104, , FM, 118, 00:00:08, 05/31/23 07:09:59, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -103, , FM, 122, 00:00:04, 05/31/23 07:10:12, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -103, , FM, 124, 00:00:02, 05/31/23 07:10:19, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -103, , FM, 126, 00:00:05, 05/31/23 07:10:24, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -104, , FM, 130, 00:00:11, 05/31/23 07:10:35, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -103, , FM, 131, 00:00:02, 05/31/23 07:10:48, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -103, , FM, 132, 00:00:14, 05/31/23 07:10:50, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -103, , FM, 136, 00:00:02, 05/31/23 07:11:09, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 463.900000, , -105, , FM, 148, 00:00:16, 05/31/23 07:12:38, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
, 160.965000, , -103, , NFM, 27, 00:00:02, 05/31/23 07:21:26, California Railroads, Alameda Corridor Transportation Authority (ACTA) - Operations, Road, Conventional, , Railroad, -  -
, 29.600000, , -104, , FM, 142, 00:00:12, 05/31/23 07:22:26, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -104, , FM, 152, 00:00:04, 05/31/23 07:22:49, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -104, , FM, 157, 00:00:04, 05/31/23 07:22:59, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -104, , FM, 158, 00:00:02, 05/31/23 07:23:04, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 29.600000, , -105, , FM, 159, 00:00:02, 05/31/23 07:23:07, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
101, 463.787500/1, CC5, -106, 1, NFM, 18, 00:00:20, 05/31/23 07:28:40, Attractions, San Pablo Lytton Casino, Channel 1, Conventional, DMR, Business, -  -
, 463.900000, , -106, , FM, 164, 00:00:04, 05/31/23 07:31:49, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
101, 463.787500/1, CC5, -107, 1, NFM, 19, 00:00:06, 05/31/23 07:38:20, Attractions, San Pablo Lytton Casino, Channel 1, Conventional, DMR, Business, -  -
11909804, 463.887500/2, CC3, -110, 11909489, NFM, 27, 00:00:03, 05/31/23 07:42:28, Fisher Wireless TeamTalk / Big Rock Ridge, Northern California, Hayward USD Buses, MotoTRBO Trunk, CON, Schools, -  -
, 855.587500, D116, -99, , FM, 2, 00:00:02, 05/31/23 07:54:06, Businesses, Miscellaneous, Mill Valley Refuse, Conventional, , Business, -  -
18128, 482.787500, , -99, 60208, NFM, 40, 00:00:06, 05/31/23 07:55:12, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
18128, 482.787500, , -98, 60208, NFM, 41, 00:00:03, 05/31/23 07:55:22, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
18128, 482.787500, , -101, 60208, NFM, 42, 00:00:04, 05/31/23 07:55:27, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
, 119.750000, , -85, , AM, 21, 00:00:02, 05/31/23 07:56:15, Oakland (ZOA) Air Route Traffic Control Center, California RCAG Sites - Angels Camp - RCAG, Sector 29 Int - Between FL240 - FL290, Conventional, , Aircraft, -  -
18128, 490.937500, , -101, 60208, NFM, 44, 00:00:09, 05/31/23 07:57:54, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
18128, 482.625000, , -101, 60208, NFM, 46, 00:00:03, 05/31/23 08:05:11, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
, 463.900000, , -103, , FM, 174, 00:00:06, 05/31/23 08:06:41, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
18128, 490.937500, , -99, 60208, NFM, 48, 00:00:08, 05/31/23 08:07:45, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
18128, 490.937500, , -103, 60208, NFM, 49, 00:00:05, 05/31/23 08:07:54, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
11909804, 461.412500/2, CC3, -110, 11909489, NFM, 30, 00:00:11, 05/31/23 08:09:08, Fisher Wireless TeamTalk / Grizzly Peak, Northern California, Hayward USD Buses, MotoTRBO Trunk, CON, Schools, -  -
101, 463.787500, CC5, -107, 1, NFM, 20, 00:00:11, 05/31/23 08:12:01, Attractions, San Pablo Lytton Casino, Channel 1, Conventional, DMR, Business, -  -
45040, 490.937500, , -105, , NFM, 1, 00:00:09, 05/31/23 08:13:08, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Marin General Hospital 2 (BLS Report), Motorola, P25, Hospital, -  -
45040, 490.937500, , -103, , NFM, 2, 00:00:12, 05/31/23 08:13:18, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Marin General Hospital 2 (BLS Report), Motorola, P25, Hospital, -  -
45040, 482.787500, , -99, , NFM, 3, 00:00:03, 05/31/23 08:13:34, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Marin General Hospital 2 (BLS Report), Motorola, P25, Hospital, -  -
45040, 482.787500, , -98, , NFM, 4, 00:00:02, 05/31/23 08:13:39, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Marin General Hospital 2 (BLS Report), Motorola, P25, Hospital, -  -
45040, 482.625000, , -100, , NFM, 5, 00:00:02, 05/31/23 08:13:46, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Marin General Hospital 2 (BLS Report), Motorola, P25, Hospital, -  -
45040, 482.625000, , -98, , NFM, 6, 00:00:14, 05/31/23 08:13:49, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Marin General Hospital 2 (BLS Report), Motorola, P25, Hospital, -  -
, 856.762500, , -97, , FM, 8, 00:00:04, 05/31/23 08:17:39, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
45840, 489.912500, , -103, 21012, NFM, 11, 00:00:02, 05/31/23 08:18:23, Marin Emergency Radio Authority (MERA) / East Zone, County Sheriff, Jail 1, Motorola, P25, Corrections, -  -
, 29.600000, , -103, , FM, 166, 00:00:05, 05/31/23 08:18:41, Amateur Radio - USA, Simplex Frequencies - HF/VHF/UHF Simplex, 10m FM Simplex, Conventional, , Ham, -  -
, 463.900000, , -103, , FM, 176, 00:00:06, 05/31/23 08:19:56, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
, 463.900000, , -102, , FM, 183, 00:00:02, 05/31/23 08:22:32, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
, 463.900000, , -103, , FM, 184, 00:00:20, 05/31/23 08:22:36, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
, 125.850000, , -79, , AM, 31, 00:00:08, 05/31/23 08:24:49, Oakland (ZOA) Air Route Traffic Control Center, California RCAG Sites - Mt Tamalpais - RCAG, Sector 41 - Between 9000' - FL230, Conventional, , Aircraft, -  -
, 127.675000, , -83, , AM, 4, 00:00:03, 05/31/23 08:26:26, TRACONs, NORCAL Approach TRACON - Area B - SFO Arrivals, Runway 28R Precision Runway Monitor (PRM) Approach, Conventional, , Aircraft, -  -
11909804, 463.887500/2, CC3, -109, 11909489, NFM, 33, 00:00:04, 05/31/23 08:29:52, Fisher Wireless TeamTalk / Big Rock Ridge, Northern California, Hayward USD Buses, MotoTRBO Trunk, CON, Schools, -  -
11909804, 483.837500/2, CC3, -108, 11909489, NFM, 34, 00:00:02, 05/31/23 08:30:02, Fisher Wireless TeamTalk / Big Rock Ridge, Northern California, Hayward USD Buses, MotoTRBO Trunk, CON, Schools, -  -
11909804, 463.887500/2, CC3, -109, 11909489, NFM, 37, 00:00:22, 05/31/23 08:30:17, Fisher Wireless TeamTalk / Big Rock Ridge, Northern California, Hayward USD Buses, MotoTRBO Trunk, CON, Schools, -  -
44944, 482.650000, , -101, , NFM, 1, 00:00:06, 05/31/23 08:34:29, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Novato Community Hospital 1 (Consult), Motorola, P25, Hospital, -  -
11909804, 463.887500/2, CC3, -109, 11909489, NFM, 38, 00:00:16, 05/31/23 08:35:38, Fisher Wireless TeamTalk / Big Rock Ridge, Northern California, Hayward USD Buses, MotoTRBO Trunk, CON, Schools, -  -
11909804, 463.887500/1, CC3, -109, 11909489, NFM, 40, 00:00:02, 05/31/23 08:36:06, Fisher Wireless TeamTalk / Big Rock Ridge, Northern California, Hayward USD Buses, MotoTRBO Trunk, CON, Schools, -  -
31666, 144.975000/2, CC1, -98, 3187670, NFM, 18, 00:00:24, 05/31/23 08:36:25, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
1000, 774.243750, , -106, 823, NFM, 12, 00:00:03, 05/31/23 08:47:16, Golden Gate Bridge Highway and Transportation District / Simulcast, Bridge Operations, Bridge Patrol, P25 Trunk, Link, Security, -  -
, 156.700000, , -101, , FM, 6, 00:00:18, 05/31/23 08:52:26, Maritime - USA, Maritime Operations - Marine VHF 1A-88A, 14 - Port Operations, Conventional, , Transportation, -  -
, 125.850000, , -81, , AM, 32, 00:00:04, 05/31/23 08:57:06, Oakland (ZOA) Air Route Traffic Control Center, California RCAG Sites - Mt Tamalpais - RCAG, Sector 41 - Between 9000' - FL230, Conventional, , Aircraft, -  -
105, 461.462500, CC8, -108, 1, NFM, 3, 00:00:10, 05/31/23 08:57:47, Attractions, San Pablo Lytton Casino, Channel 2, Conventional, DMR, Business, -  -
, 160.365000, , -108, , NFM, 28, 00:00:06, 05/31/23 09:00:13, California Railroads, BNSF Railway - Alameda Corridor Subdivision, Road - E Redondo to W Thenard, Conventional, , Railroad, -  -
, 160.800000, , -113, , NFM, 10, 00:00:06, 05/31/23 09:04:42, California Railroads, Union Pacific (UP) - Martinez Subdivsion, Road - 10th Street to W Haggin, Conventional, , Railroad, -  -
, 160.800000, , -107, , NFM, 14, 00:00:02, 05/31/23 09:04:54, California Railroads, Union Pacific (UP) - Martinez Subdivsion, Road - 10th Street to W Haggin, Conventional, , Railroad, -  -
45840, 489.912500, , -102, 21012, NFM, 12, 00:00:03, 05/31/23 09:05:40, Marin Emergency Radio Authority (MERA) / East Zone, County Sheriff, Jail 1, Motorola, P25, Corrections, -  -
, 156.700000, , -101, , FM, 7, 00:00:14, 05/31/23 09:06:17, Maritime - USA, Maritime Operations - Marine VHF 1A-88A, 14 - Port Operations, Conventional, , Transportation, -  -
, 858.762500, , -105, , FM, 7, 00:00:05, 05/31/23 09:07:46, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 133.950000, , -85, , AM, 25, 00:00:02, 05/31/23 09:08:12, TRACONs, NORCAL Approach TRACON - Area B - SFO Arrivals, SFO North and West Arrivals Feeder, Conventional, , Aircraft, -  -
, 853.037500, , -1004, , FM, 4, 00:00:02, 05/31/23 09:14:24, Department of Transportation (Caltrans), Operations - Statewide, South, Conventional, , Public Works, -  -
, 133.950000, , -89, , AM, 27, 00:00:02, 05/31/23 09:14:49, TRACONs, NORCAL Approach TRACON - Area B - SFO Arrivals, SFO North and West Arrivals Feeder, Conventional, , Aircraft, -  -
18128, 482.650000, , -102, 60208, NFM, 50, 00:00:02, 05/31/23 09:15:16, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
18128, 489.912500, , -102, 60208, NFM, 51, 00:00:05, 05/31/23 09:15:22, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
, 125.850000, , -81, , AM, 35, 00:00:02, 05/31/23 09:18:26, Oakland (ZOA) Air Route Traffic Control Center, California RCAG Sites - Mt Tamalpais - RCAG, Sector 41 - Between 9000' - FL230, Conventional, , Aircraft, -  -
11908834, 462.375000/1, , -114, , NFM, 1, 00:00:06, 05/31/23 09:21:07, Fisher Wireless TeamTalk / Mt Tamalpais, Northern California, School Buses, MotoTRBO Trunk, CON, Schools, -  -
11908834, 462.375000/1, , -113, , NFM, 2, 00:00:06, 05/31/23 09:21:15, Fisher Wireless TeamTalk / Mt Tamalpais, Northern California, School Buses, MotoTRBO Trunk, CON, Schools, -  -
91, 144.975000/2, CC1, -98, , NFM, 1, 00:00:06, 05/31/23 09:23:31, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
91, 144.975000/1, CC1, -98, , NFM, 2, 00:00:57, 05/31/23 09:25:51, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
91, 144.975000/1, CC1, -97, , NFM, 3, 00:02:36, 05/31/23 09:29:16, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
19616, 482.625000, , -100, , NFM, 1, 00:00:03, 05/31/23 09:33:01, Marin Emergency Radio Authority (MERA) / East Zone, County Office of Education, Ch. 1 All Schools, Motorola, P25, Schools, -  -
, 157.100000, , -91, , FM, 3, 00:04:38, 05/31/23 09:33:36, Maritime - USA, Maritime Operations - Marine VHF 1A-88A, 22A - Coast Guard Liaison/Maritime Safety Information Broadcasts, Conventional, , Federal, -  -
, 856.762500, , -96, , FM, 9, 00:00:13, 05/31/23 09:39:25, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 858.762500, , -109, , FM, 8, 00:00:13, 05/31/23 09:39:41, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
31666, 144.975000/2, CC1, -98, 3187670, NFM, 19, 00:01:47, 05/31/23 09:41:30, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
31666, 144.975000/2, CC1, -99, 3187670, NFM, 20, 00:00:44, 05/31/23 09:45:17, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
31666, 144.975000/2, CC1, -98, 3187670, NFM, 21, 00:02:22, 05/31/23 09:48:10, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
1000, 774.243750, , -105, 823, NFM, 13, 00:00:03, 05/31/23 09:52:19, Golden Gate Bridge Highway and Transportation District / Simulcast, Bridge Operations, Bridge Patrol, P25 Trunk, Link, Security, -  -
31666, 144.975000/1, CC1, -99, 3187670, NFM, 22, 00:01:20, 05/31/23 09:53:40, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
31666, 144.975000/1, CC1, -99, 3187670, NFM, 23, 00:02:10, 05/31/23 09:57:14, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
, 120.900000, , -80, , AM, 18, 00:00:02, 05/31/23 10:00:15, TRACONs, NORCAL Approach TRACON - Area D - North Bay, SFO/OAK East Departures, Conventional, , Aircraft, -  -
31666, 144.975000, CC1, -98, 3187670, NFM, 25, 00:03:11, 05/31/23 10:01:41, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
18128, 482.937500, , -104, 60208, NFM, 54, 00:00:02, 05/31/23 10:05:55, Marin Emergency Radio Authority (MERA) / East Zone, Marin County Transit District, County Transit 1 - Whistlestop Wheels (Paratransit), Motorola, P25, Transportation, -  -
31666, 144.975000/2, CC1, -98, 3187670, NFM, 26, 00:02:23, 05/31/23 10:07:07, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
31666, 144.975000/2, CC1, -98, 3187670, NFM, 27, 00:00:21, 05/31/23 10:09:30, Contra Costa, Amateur Radio - DMR-MARC (Motorola Amateur Radio Club Worldwide, DMR-MARC - NorCal Bay Area (Mt Diablo"," North Peak), Conventional, DMR, Ham, -  -
101, 463.787500/2, CC5, -107, 1, NFM, 21, 00:00:08, 05/31/23 10:10:12, Attractions, San Pablo Lytton Casino, Channel 1, Conventional, DMR, Business, -  -
, 463.900000, , -103, , FM, 248, 00:00:06, 05/31/23 10:10:32, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
, 858.762500, , -104, , FM, 9, 00:02:59, 05/31/23 10:11:00, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
, 160.530000, , -104, , NFM, 25, 00:00:02, 05/31/23 10:15:17, Railroads - USA, Railroad Operations - AAR 001-097, Channel 028, Conventional, , Railroad, -  -
, 463.900000, , -103, , FM, 251, 00:00:03, 05/31/23 10:15:59, Business, Businesses - Miscellaneous, G&C Autobody, Conventional, , Business, -  -
, 858.762500, , -109, , FM, 10, 00:01:59, 05/31/23 10:16:22, Department of Transportation (Caltrans), Operations - Statewide, North, Conventional, , Public Works, -  -
44912, 490.937500, , -100, 23004, NFM, 12, 00:00:46, 05/31/23 10:19:00, Marin Emergency Radio Authority (MERA) / East Zone, Countywide EMS, Marin General Hospital 1 (Consult), Motorola, P25, Hospital, -  -
